Date,Zone,District,Latitude,Longitude,Rainfall_Observed_mm,Tmax_C,Tmin_C,Relative_Humidity_pct,Solar_Radiation_MJm2,MJO_Phase,MJO_Amplitude,Nino34_Anomaly,Dry_Spell_Days_Streak,Target_Crops,Rolling_Rainfall_7d_mm,Rolling_Rainfall_30d_mm,Waterlogging_Risk_Index
2024-04-06,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,28.16,18.78,46.9,20.89,7,0.348,1.301,43,Pineapple,0.0,0.0,0.034
2024-04-07,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,28.57,16.84,47.7,22.15,6,1.077,1.323,44,Pineapple,0.0,0.0,0.039
2024-04-08,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,29.34,17.05,42.5,20.05,3,0.791,1.361,45,Pineapple,0.0,0.0,0.012
2024-04-09,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,29.65,18.09,44.6,19.82,3,1.099,1.331,46,Pineapple,0.0,0.0,0.023
2024-04-10,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,29.5,18.7,49.2,19.76,5,0.869,1.358,47,Pineapple,0.0,0.0,0.046
2024-04-11,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,29.68,18.39,52.2,21.31,1,1.565,1.323,48,Pineapple,0.0,0.0,0.061
2024-04-12,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,29.43,17.66,45.9,22.71,2,2.124,1.286,49,Pineapple,0.0,0.0,0.029
2024-04-13,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,29.17,16.02,44.3,19.94,7,1.091,1.166,50,Pineapple,0.0,0.0,0.021
2024-04-14,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,31.05,20.3,46.6,20.88,7,1.169,1.29,51,Pineapple,0.0,0.0,0.033
2024-04-15,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,28.73,16.65,49.1,19.93,8,1.219,1.317,52,Pineapple,0.0,0.0,0.045
2024-04-16,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,24.02,27.05,20.06,56.4,12.12,8,0.326,1.335,0,Tea,24.02,24.02,0.178
2024-04-17,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,28.01,20.44,49.0,21.4,8,1.028,1.289,1,Pineapple,24.02,24.02,0.141
2024-04-18,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,30.25,19.03,51.5,21.45,8,1.743,1.317,2,Pineapple,24.02,24.02,0.154
2024-04-19,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,27.86,19.42,48.3,21.4,4,2.071,1.278,3,Pineapple,24.02,24.02,0.138
2024-04-20,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,29.59,19.96,44.0,22.49,4,2.077,1.226,4,Pineapple,24.02,24.02,0.116
2024-04-21,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,29.82,20.37,48.9,20.82,6,1.053,1.276,5,Pineapple,24.02,24.02,0.141
2024-04-22,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,30.64,20.35,48.8,20.08,8,0.468,1.278,6,Pineapple,24.02,24.02,0.14
2024-04-23,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,32.63,19.53,52.2,21.17,5,1.604,1.277,7,Pineapple,0.0,24.02,0.061
2024-04-24,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,30.77,18.75,51.4,22.16,8,0.394,1.298,8,Pineapple,0.0,24.02,0.057
2024-04-25,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,29.14,21.2,56.4,21.51,7,1.142,1.278,9,Pineapple,0.0,24.02,0.082
2024-04-26,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,32.53,21.19,51.6,21.53,4,0.492,1.268,10,Pineapple,0.0,24.02,0.058
2024-04-27,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,33.14,20.76,51.7,19.88,6,1.513,1.306,11,Pineapple,0.0,24.02,0.058
2024-04-28,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,30.05,20.61,51.3,20.76,6,0.612,1.332,12,Pineapple,0.0,24.02,0.056
2024-04-29,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,33.2,20.94,58.9,19.89,6,1.266,1.319,13,Pineapple,0.0,24.02,0.094
2024-04-30,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,33.02,21.11,57.4,19.73,4,1.946,1.341,14,Pineapple,0.0,24.02,0.087
2024-05-01,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,31.9,21.18,54.0,20.64,4,1.551,1.211,15,Pineapple,0.0,24.02,0.07
2024-05-02,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,34.45,19.9,53.4,19.49,8,1.047,1.199,16,Pineapple,0.0,24.02,0.067
2024-05-03,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,30.75,24.03,49.7,20.2,8,1.834,1.144,17,Pineapple,0.0,24.02,0.049
2024-05-04,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,29.69,20.49,58.1,18.89,5,0.31,1.233,18,Pineapple,0.0,24.02,0.09
2024-05-05,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,55.55,25.8,22.1,73.0,11.91,5,0.976,1.166,0,Tea,55.55,79.57,0.387
2024-05-06,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,33.85,22.07,50.5,20.18,7,0.723,1.205,1,Tea,55.55,79.57,0.275
2024-05-07,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,30.73,21.04,53.0,19.73,6,1.541,1.167,2,Tea,55.55,79.57,0.287
2024-05-08,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,32.31,20.73,55.9,18.82,6,2.009,1.116,3,Tea,55.55,79.57,0.302
2024-05-09,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,31.85,20.71,54.4,21.69,5,1.288,1.2,4,Tea,55.55,79.57,0.294
2024-05-10,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,25.34,28.88,24.56,65.8,9.5,2,1.213,1.216,0,Tea,80.89,104.91,0.453
2024-05-11,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,10.07,32.03,23.0,65.9,17.33,7,0.803,1.187,0,Tea,90.96,114.98,0.493
2024-05-12,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,34.36,22.37,62.7,19.5,6,0.85,1.208,1,Pineapple,35.41,114.98,0.255
2024-05-13,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,32.83,22.75,62.1,19.62,4,1.437,1.233,2,Pineapple,35.41,114.98,0.252
2024-05-14,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.03,24.26,53.9,18.81,3,0.706,1.227,3,Pineapple,35.41,114.98,0.211
2024-05-15,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,32.42,23.52,57.4,19.48,2,1.731,1.198,4,Pineapple,35.41,114.98,0.229
2024-05-16,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,31.57,22.56,56.6,17.91,1,0.74,1.198,5,Pineapple,35.41,90.96,0.225
2024-05-17,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,32.78,22.89,58.3,17.39,7,0.983,1.125,6,Pineapple,10.07,90.96,0.132
2024-05-18,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,14.73,31.85,23.33,60.3,12.55,5,1.943,1.058,0,Tea,14.73,105.69,0.16
2024-05-19,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,32.86,32.6,23.36,71.8,8.45,6,1.921,1.193,0,Tea,47.59,138.55,0.349
2024-05-20,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,32.46,23.58,58.5,17.25,3,1.043,1.13,1,Tea,47.59,138.55,0.283
2024-05-21,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,17.44,30.79,23.6,68.8,11.96,4,1.39,1.161,0,Tea,65.03,155.99,0.404
2024-05-22,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,31.36,25.58,64.0,17.19,3,2.18,1.242,1,Tea,65.03,155.99,0.38
2024-05-23,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,33.61,25.05,69.6,19.09,3,1.265,1.193,2,Tea,65.03,155.99,0.408
2024-05-24,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.22,23.97,62.4,16.89,5,1.766,1.228,3,Tea,65.03,155.99,0.372
2024-05-25,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,52.67,28.03,23.49,81.1,9.56,6,1.594,1.135,0,Wetland_Rice,102.97,208.66,0.617
2024-05-26,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.66,23.16,66.1,18.42,6,0.934,1.097,1,Tea,70.11,208.66,0.411
2024-05-27,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,34.82,24.57,59.5,16.07,2,0.429,1.185,2,Tea,70.11,208.66,0.378
2024-05-28,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,19.64,32.93,23.76,68.0,10.34,3,0.991,1.173,0,Tea,72.31,228.3,0.429
2024-05-29,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,43.68,30.47,23.85,82.7,8.09,8,1.164,1.112,0,Wetland_Rice,115.99,271.98,0.677
2024-05-30,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,31.82,32.36,24.37,75.2,8.28,6,1.499,1.081,0,Wetland_Rice,147.81,303.8,0.767
2024-05-31,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.27,25.95,64.8,18.32,5,0.375,1.18,1,Wetland_Rice,147.81,303.8,0.715
2024-06-01,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.8,25.31,73.7,18.82,5,0.933,1.194,2,Wetland_Rice,95.14,303.8,0.549
2024-06-02,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.2,25.71,71.5,17.31,3,1.719,1.082,3,Wetland_Rice,95.14,303.8,0.538
2024-06-03,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.43,24.42,75.7,18.01,7,0.709,1.161,4,Wetland_Rice,95.14,303.8,0.559
2024-06-04,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,111.58,25.26,25.1,99.0,6.62,3,0.373,1.178,0,Wetland_Rice,187.08,359.83,1.0
2024-06-05,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,5.12,35.81,24.87,75.2,15.47,7,0.958,1.118,0,Wetland_Rice,148.52,364.95,0.77
2024-06-06,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.53,25.62,67.3,14.74,4,2.134,1.086,1,Wetland_Rice,116.7,364.95,0.603
2024-06-07,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,38.39,26.68,66.9,16.36,4,0.545,1.037,2,Wetland_Rice,116.7,364.95,0.601
2024-06-08,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,34.77,25.07,73.8,16.58,3,0.56,1.037,3,Wetland_Rice,116.7,364.95,0.636
2024-06-09,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.95,25.12,70.1,17.55,5,1.327,1.131,4,Wetland_Rice,116.7,339.61,0.617
2024-06-10,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.79,29.45,74.3,16.85,2,1.166,1.115,5,Wetland_Rice,116.7,329.54,0.638
2024-06-11,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.97,25.13,69.5,16.92,1,0.76,1.02,6,Pineapple,5.12,329.54,0.168
2024-06-12,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.49,27.84,76.3,15.53,7,0.797,1.046,7,Tea,0.0,329.54,0.182
2024-06-13,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,34.93,24.74,68.2,17.0,6,0.906,1.052,8,Pineapple,0.0,329.54,0.141
2024-06-14,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,15.72,35.02,26.76,76.4,7.04,1,1.235,1.085,0,Tea,15.72,345.26,0.245
2024-06-15,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.55,25.53,77.9,17.15,8,0.527,1.049,1,Pineapple,15.72,345.26,0.252
2024-06-16,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,10.44,36.4,25.58,76.9,10.46,5,1.757,1.081,0,Tea,26.16,355.7,0.289
2024-06-17,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.22,26.93,70.5,18.3,3,2.148,1.143,1,Pineapple,26.16,340.97,0.257
2024-06-18,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,71.6,28.68,25.01,95.7,6.32,6,1.643,1.109,0,Wetland_Rice,97.76,379.71,0.67
2024-06-19,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.57,23.99,73.9,16.88,1,1.012,1.04,1,Wetland_Rice,97.76,379.71,0.561
2024-06-20,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.23,25.82,76.9,15.58,4,0.883,0.993,2,Wetland_Rice,97.76,362.27,0.576
2024-06-21,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.69,27.47,75.3,12.99,8,0.933,1.078,3,Wetland_Rice,82.04,362.27,0.505
2024-06-22,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,3.87,39.96,26.21,74.2,12.25,2,1.924,0.953,0,Wetland_Rice,85.91,366.14,0.515
2024-06-23,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,33.14,26.17,76.2,15.17,4,0.59,1.024,1,Tea,75.47,366.14,0.483
2024-06-24,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.6,27.62,76.2,16.01,2,1.226,1.055,2,Tea,75.47,313.47,0.483
2024-06-25,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,15.87,34.27,26.7,84.5,9.18,5,0.439,0.916,0,Tea,19.74,329.34,0.301
2024-06-26,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.03,26.78,79.0,14.38,4,1.555,0.975,1,Tea,19.74,329.34,0.274
2024-06-27,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.41,28.34,81.8,14.37,7,1.142,0.907,2,Tea,19.74,309.7,0.288
2024-06-28,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.39,28.64,76.6,14.25,6,2.075,0.942,3,Tea,19.74,266.02,0.262
2024-06-29,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.68,27.4,83.4,12.98,6,0.847,0.965,4,Tea,15.87,234.2,0.28
2024-06-30,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.67,27.34,81.3,12.72,2,1.058,0.854,5,Tea,15.87,234.2,0.27
2024-07-01,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,46.12,31.92,25.98,95.9,5.11,4,1.605,0.976,0,Wetland_Rice,61.99,280.32,0.527
2024-07-02,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,20.09,34.95,26.61,84.9,5.98,1,1.335,1.037,0,Tea,66.21,300.41,0.489
2024-07-03,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,104.7,24.06,27.11,99.0,4.87,4,0.323,0.879,0,Wetland_Rice,170.91,405.11,0.979
2024-07-04,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,38.42,26.07,79.9,13.71,2,1.769,0.912,1,Wetland_Rice,170.91,293.53,0.883
2024-07-05,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.84,27.95,77.4,15.21,8,0.307,0.87,2,Wetland_Rice,170.91,288.41,0.871
2024-07-06,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,44.2,33.84,28.62,90.3,4.0,6,1.911,0.914,0,Wetland_Rice,215.11,332.61,1.0
2024-07-07,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,38.21,28.78,82.6,14.72,7,0.872,0.924,1,Wetland_Rice,215.11,332.61,1.0
2024-07-08,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,39.57,28.07,84.7,15.54,5,0.884,0.853,2,Wetland_Rice,168.99,332.61,0.899
2024-07-09,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.81,26.93,80.1,14.47,5,1.326,0.952,3,Wetland_Rice,148.9,332.61,0.796
2024-07-10,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,80.05,28.22,27.48,99.0,4.61,3,1.445,0.833,0,Wetland_Rice,124.25,412.66,0.792
2024-07-11,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,58.22,29.41,28.93,97.2,5.43,1,0.664,0.923,0,Wetland_Rice,182.47,470.88,1.0
2024-07-12,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,58.08,29.84,28.02,93.8,4.0,6,1.374,0.853,0,Wetland_Rice,240.55,528.96,1.0
2024-07-13,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,38.34,29.2,85.3,12.39,6,0.592,0.917,1,Wetland_Rice,196.35,528.96,1.0
2024-07-14,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.07,27.86,83.0,13.18,6,2.081,0.879,2,Wetland_Rice,196.35,513.24,1.0
2024-07-15,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.61,28.22,81.8,14.0,5,0.503,0.844,3,Wetland_Rice,196.35,513.24,0.994
2024-07-16,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,38.09,30.38,27.54,90.2,4.0,4,2.156,0.905,0,Wetland_Rice,234.44,540.89,1.0
2024-07-17,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,14.63,36.8,28.67,82.7,8.32,5,0.349,0.883,0,Wetland_Rice,169.02,555.52,0.89
2024-07-18,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.93,28.2,87.0,12.94,2,0.897,0.883,1,Wetland_Rice,110.8,483.92,0.678
2024-07-19,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,38.09,27.5,83.1,12.29,6,1.687,0.841,2,Tea,52.72,483.92,0.426
2024-07-20,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,18.1,32.13,27.67,92.9,7.87,6,1.258,0.785,0,Wetland_Rice,70.82,502.02,0.548
2024-07-21,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,7.21,37.38,27.32,85.8,9.37,2,1.583,0.799,0,Wetland_Rice,78.03,509.23,0.541
2024-07-22,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,21.89,36.58,26.05,90.2,4.0,1,0.752,0.745,0,Wetland_Rice,99.92,527.25,0.651
2024-07-23,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.09,27.28,74.7,13.74,4,0.742,0.761,1,Tea,61.83,527.25,0.421
2024-07-24,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,28.42,30.9,27.16,90.9,4.0,8,1.404,0.825,0,Wetland_Rice,75.62,555.67,0.557
2024-07-25,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,39.65,27.26,90.7,12.59,5,1.405,0.823,1,Wetland_Rice,75.62,539.8,0.556
2024-07-26,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.62,26.15,80.5,14.4,8,1.455,0.806,2,Wetland_Rice,75.62,539.8,0.505
2024-07-27,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.81,28.58,82.3,13.33,2,0.364,0.78,3,Tea,57.52,539.8,0.442
2024-07-28,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,14.99,35.65,27.57,84.6,7.53,8,1.395,0.76,0,Tea,65.3,554.79,0.484
2024-07-29,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,16.21,35.52,25.87,84.6,7.5,4,1.922,0.831,0,Tea,59.62,571.0,0.461
2024-07-30,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,45.59,34.71,27.92,95.0,4.19,6,2.168,0.844,0,Wetland_Rice,105.21,616.59,0.696
2024-07-31,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.53,28.51,85.7,15.01,1,0.539,0.714,1,Wetland_Rice,76.79,570.47,0.536
2024-08-01,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,38.86,27.93,81.5,14.47,5,1.097,0.711,2,Wetland_Rice,76.79,550.38,0.515
2024-08-02,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,25.55,31.52,26.68,87.5,4.0,1,1.79,0.787,0,Wetland_Rice,102.34,471.23,0.647
2024-08-03,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.12,27.67,81.8,12.83,8,1.656,0.865,1,Wetland_Rice,102.34,471.23,0.618
2024-08-04,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.85,27.15,81.9,14.46,7,0.338,0.761,2,Wetland_Rice,87.35,471.23,0.559
2024-08-05,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,23.96,30.81,25.52,86.4,4.71,7,0.58,0.75,0,Wetland_Rice,95.1,450.99,0.612
2024-08-06,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,31.8,32.36,27.89,88.1,4.0,4,2.109,0.823,0,Wetland_Rice,81.31,482.79,0.566
2024-08-07,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,4.43,36.52,27.65,82.5,12.98,2,1.589,0.754,0,Wetland_Rice,85.74,487.22,0.555
2024-08-08,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,39.64,25.62,82.8,14.66,6,0.521,0.76,1,Wetland_Rice,85.74,487.22,0.557
2024-08-09,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,48.4,32.15,25.43,88.1,5.79,3,1.752,0.72,0,Wetland_Rice,108.59,455.57,0.675
2024-08-10,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,36.77,29.05,75.8,16.07,2,2.011,0.679,1,Wetland_Rice,108.59,397.35,0.613
2024-08-11,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,29.25,33.39,26.88,79.0,5.77,1,1.072,0.767,0,Wetland_Rice,137.84,368.52,0.746
2024-08-12,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,45.27,31.84,26.29,95.2,5.81,4,0.499,0.72,0,Wetland_Rice,159.15,413.79,0.913
2024-08-13,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,17.95,34.11,25.64,82.6,6.79,6,0.92,0.747,0,Wetland_Rice,145.3,431.74,0.794
2024-08-14,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,21.99,33.58,26.84,84.2,8.89,2,0.639,0.765,0,Wetland_Rice,162.86,453.73,0.872
2024-08-15,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,43.79,34.35,27.94,94.0,6.16,8,2.123,0.681,0,Wetland_Rice,206.65,459.43,1.0
2024-08-16,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,38.51,27.47,74.8,13.99,2,1.035,0.735,1,Wetland_Rice,158.25,444.8,0.807
2024-08-17,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.49,24.19,76.8,16.91,6,1.254,0.726,2,Wetland_Rice,158.25,444.8,0.817
2024-08-18,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,8.64,34.59,25.46,75.7,12.62,3,1.852,0.685,0,Wetland_Rice,137.64,453.44,0.729
2024-08-19,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,35.15,31.62,25.69,79.5,7.13,6,1.408,0.706,0,Wetland_Rice,127.52,470.49,0.708
2024-08-20,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.94,25.71,79.4,15.96,8,0.621,0.712,1,Wetland_Rice,109.57,463.28,0.635
2024-08-21,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.9,26.69,77.1,15.36,6,1.041,0.726,2,Wetland_Rice,87.58,441.39,0.536
2024-08-22,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,35.1,33.18,26.67,81.5,5.81,3,1.797,0.784,0,Wetland_Rice,78.89,476.49,0.523
2024-08-23,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,19.7,32.8,24.18,77.7,8.3,5,1.889,0.649,0,Wetland_Rice,98.59,467.77,0.583
2024-08-24,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,37.23,25.82,75.0,16.15,1,0.854,0.67,1,Wetland_Rice,98.59,467.77,0.569
2024-08-25,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,7.07,36.39,26.45,67.0,13.58,5,1.473,0.641,0,Wetland_Rice,97.02,474.84,0.523
2024-08-26,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,34.68,27.74,68.0,15.5,4,2.1,0.527,1,Tea,61.87,474.84,0.387
2024-08-27,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,33.63,24.41,70.7,16.61,7,0.312,0.758,2,Tea,61.87,459.85,0.401
2024-08-28,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.94,25.04,73.1,15.89,6,2.089,0.682,3,Tea,61.87,443.64,0.413
2024-08-29,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,33.4,26.07,67.7,16.52,7,1.882,0.575,4,Pineapple,26.77,398.05,0.246
2024-08-30,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,69.21,23.69,25.87,90.9,7.79,3,0.756,0.67,0,Wetland_Rice,76.28,467.26,0.56
2024-08-31,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,24.7,32.43,26.09,81.4,9.62,6,1.402,0.597,0,Wetland_Rice,100.98,491.96,0.611
2024-09-01,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,34.01,25.04,67.0,16.74,3,0.451,0.661,1,Wetland_Rice,93.91,466.41,0.511
2024-09-02,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,33.81,26.56,62.2,18.02,6,0.95,0.679,2,Tea,93.91,466.41,0.487
2024-09-03,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,35.91,25.96,71.0,17.88,2,0.789,0.644,3,Wetland_Rice,93.91,466.41,0.531
2024-09-04,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,32.85,24.94,66.9,17.56,4,1.606,0.624,4,Wetland_Rice,93.91,442.45,0.51
2024-09-05,Terai_Teesta_Zone,Siliguri_Foothill,26.71,88.43,0.0,34.41,23.85,66.5,16.1,5,0.931,0.569,5,Wetland_Rice,93.91,410.65,0.508
